oem,model,battery_charging,platform_cpu,platform_gpu,body_sim,network_technology,display_type,main_camera_video,selfie_camera_video,body_weight,display_resolution,display_size,sound_3.5mm_jack,platform_os,platform_chipset,memory,ram,removability,battery_capacity,misc_price
Realme,3i,21.82167235,8,Mali-G72,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,1080p,175,720 x 1520 ,6.2,Yes,Android,Mediatek MT6771 Helio P60,32,3,Non-removable,4230,96
Realme,3 Pro,20,8,Adreno 616,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,4K,1080p,172,1080 x 2340 ,6.3,Yes,Android,Qualcomm SDM710 Snapdragon 710,64,4,Non-removable,4045,168.9
Samsung,Galaxy M01,21.82167235,8,Adreno 505,Nano-SIM,LTE,PLS TFT,1080p,,168,720 x 1520 ,5.7,Yes,Android,Qualcomm SDM439 Snapdragon 439,32,3,Non-removable,4000,110
Samsung,Galaxy A21s,15,8,Mali-G52,"Dual SIM (Nano-SIM, dual stand-by)",LTE,PLS TFT,1080p,1080p,192,720 x 1600 ,6.5,Yes,Android,Exynos 850,32,3,Non-removable,5000,204.75
Samsung,Galaxy A Quantum,25,8,Mali-G76,"Dual SIM (Nano-SIM, dual stand-by)",5G,Super AMOLED Plus,4K,1080p,185,1080 x 2400 ,6.7,Yes,Android,Exynos 980,128,8,Non-removable,4500,500
Samsung,Galaxy A71 5G,25,8,Mali-G76,"Dual SIM (Nano-SIM, dual stand-by)",5G,Super AMOLED Plus,4K,1080p,185,1080 x 2400 ,6.7,Yes,Android,Exynos 980,128,6,Non-removable,4500,474.4
Samsung,Galaxy A51 5G,15,8,Mali-G76,"Dual SIM (Nano-SIM, dual stand-by)",5G,Super AMOLED,4K,1080p,187,1080 x 2400 ,6.5,Yes,Android,Exynos 980,128,6,Non-removable,4500,430
Samsung,Galaxy A21,15,,,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,1080p,1080p,193,720 x 1600 ,6.5,Yes,Android,Mediatek MT6765 Helio P35,32,3,Non-removable,4000,204.75
Samsung,Galaxy M11,15,8,Adreno 506,"Dual SIM (Nano-SIM, dual stand-by)",LTE,PLS TFT,1080p,1080p,197,720 x 1560 ,6.4,Yes,Android,Qualcomm SDM450 Snapdragon 450,32,3,Non-removable,5000,131.988
Samsung,Galaxy A31,15,8,Mali-G52,"Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,1080p,1080p,185,1080 x 2400 ,6.4,Yes,Android,Mediatek MT6768 Helio P65,64,4,Non-removable,5000,212.99
Samsung,Galaxy A41,15,8,Mali-G52,"Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,1080p,1080p,152,1080 x 2400 ,6.1,Yes,Android,Mediatek MT6768 Helio P65,64,4,Non-removable,3500,233.9
Samsung,Galaxy M21,15,8,Mali-G72,"Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,4K,1080p,188,1080 x 2340 ,6.4,Yes,Android,Exynos 9611,64,4,Non-removable,6000,219
Samsung,Galaxy A11,15,8,,"Dual SIM (Nano-SIM, dual stand-by)",LTE,PLS TFT,1080p,1080p,177,720 x 1560 ,6.4,Yes,Android,Qualcomm SDM450 Snapdragon 450,32,2,Non-removable,4000,142.77
Samsung,Galaxy M31,15,8,Mali-G72,"Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,4K,4K,191,1080 x 2340 ,6.4,Yes,Android,Exynos 9611,64,6,Non-removable,6000,229.9
Samsung,Galaxy S20 Ultra 5G,45,8,Mali-G77,"Dual SIM (Nano-SIM, dual stand-by)",5G,Dynamic AMOLED 2X,8K,4K,222,1440 x 3200 ,6.9,No,Android,Exynos 990,128,12,Non-removable,5000,1048
Samsung,Galaxy S20 Ultra,45,8,Mali-G77,"Dual SIM (Nano-SIM, dual stand-by)",LTE,Dynamic AMOLED 2X,8K,4K,220,1440 x 3200 ,6.9,No,Android,Exynos 990,128,12,Non-removable,5000,1240.53
Samsung,Galaxy S20+ 5G,25,8,Mali-G77,"Dual SIM (Nano-SIM, dual stand-by)",5G,Dynamic AMOLED 2X,8K,4K,188,1440 x 3200 ,6.7,No,Android,Exynos 990,128,12,Non-removable,4500,836
Samsung,Galaxy S20+,25,8,Mali-G77,"Dual SIM (Nano-SIM, dual stand-by)",LTE,Dynamic AMOLED 2X,8K,4K,186,1440 x 3200 ,6.7,No,Android,Exynos 990,128,8,Non-removable,4500,775
Samsung,Galaxy S20 5G UW,25,8,Adreno 650,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",5G,Dynamic AMOLED 2X,8K,4K,168.1,1440 x 3200 ,6.2,No,Android,Qualcomm SM8250 Snapdragon 865,128,8,Non-removable,4000,880
Samsung,Galaxy S20 5G,25,8,Mali-G77,"Dual SIM (Nano-SIM, dual stand-by)",5G,Dynamic AMOLED 2X,8K,4K,163,1440 x 3200 ,6.2,No,Android,Exynos 990,128,12,Non-removable,4000,789.99
Samsung,Galaxy S20,25,8,Mali-G77,"Dual SIM (Nano-SIM, dual stand-by)",LTE,Dynamic AMOLED 2X,8K,4K,163,1440 x 3200 ,6.2,No,Android,Exynos 990,128,8,Non-removable,4000,709.99
Samsung,Galaxy Z Flip,15,8,Adreno 640,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,Foldable Dynamic AMOLED,4K,4K,183,1080 x 2636 ,6.7,No,Android,Qualcomm SM8150 Snapdragon 855+,256,8,Non-removable,3300,1080
Samsung,Galaxy Xcover Pro,15,8,Mali-G72,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,1080p,218,1080 x 2340 ,6.3,Yes,Android,Exynos 9611,64,4,Removable,4050,384.38
Samsung,Galaxy Note10 Lite,25,8,Mali-G72,"Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,4K,4K,199,1080 x 2400 ,6.7,Yes,Android,Exynos 9810,128,6,Non-removable,4500,480
Samsung,Galaxy S10 Lite,45,8,Adreno 640,"Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED Plus,4K,1080p,186,1080 x 2400 ,6.7,No,Android,Qualcomm SM8150 Snapdragon 855,128,6,Non-removable,4500,449.95
Samsung,Galaxy A01,21.82167235,8,Adreno 505,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,PLS TFT,1080p,,149,720 x 1520 ,5.7,Yes,Android,Qualcomm SDM439 Snapdragon 439,16,2,Non-removable,3000,99.99
Samsung,Galaxy A71,25,8,Adreno 618,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED Plus,4K,1080p,179,1080 x 2400 ,6.7,Yes,Android,Qualcomm SDM730 Snapdragon 730,128,6,Non-removable,4500,329
Samsung,Galaxy A51,15,8,Mali-G72,"Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,4K,1080p,172,1080 x 2400 ,6.5,Yes,Android,Exynos 9611,64,4,Non-removable,4000,261.99
Samsung,Galaxy A70s,25,8,Adreno 612,"Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,4K,1080p,187,1080 x 2400 ,6.7,Yes,Android,Qualcomm SDM675 Snapdragon 675,128,6,Non-removable,4500,380
Samsung,Galaxy A20s,15,8,Adreno 506,"Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)",LTE,IPS LCD,1080p,1080p,183,720 x 1560 ,6.5,Yes,Android,Qualcomm SDM450 Snapdragon 450,32,3,Non-removable,4000,156.99
Samsung,Galaxy M30s,15,8,Mali-G72,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,4K,1080p,188,1080 x 2340 ,6.4,Yes,Android,Exynos 9611,64,4,Non-removable,6000,194.9
Samsung,Galaxy M10s,15,8,Mali-G71,Micro-SIM,LTE,Super AMOLED,1080p,1080p,169,720 x 1560 ,6.4,Yes,Android,Exynos 7884B,32,3,Non-removable,4000,199.99
Samsung,Galaxy A90 5G,25,8,Adreno 640,Mini-SIM,5G,Super AMOLED,4K,1080p,206,1080 x 2400 ,6.7,No,Android,Qualcomm SM8150 Snapdragon 855,128,6,Non-removable,4500,436.08
Samsung,Galaxy A30s,15,8,Mali-G71,"Dual SIM (Nano-SIM/Micro-SIM, dual stand-by)",LTE,Super AMOLED,1080p,1080p,169,720 x 1560 ,6.4,Yes,Android,Exynos 7904,32,3,Non-removable,4000,183.4
Samsung,Galaxy A50s,15,8,Mali-G72,Micro-SIM,LTE,Super AMOLED,4K,1080p,169,1080 x 2340 ,6.4,Yes,Android,Exynos 9611,64,4,Non-removable,4000,271.99
Samsung,Galaxy Note10+ 5G,45,8,Mali-G76,Mini-SIM,5G,Dynamic AMOLED,4K,4K,198,1440 x 3040 ,6.8,No,Android,Exynos 9825,256,12,Non-removable,4300,812
Samsung,Galaxy Note10+,45,8,Mali-G76,Mini-SIM,LTE,Dynamic AMOLED,4K,4K,196,1440 x 3040 ,6.8,No,Android,Exynos 9825,256,12,Non-removable,4300,718.45
Samsung,Galaxy Note10 5G,25,8,Mali-G76,Mini-SIM,5G,Dynamic AMOLED,4K,4K,168,1080 x 2280 ,6.3,No,Android,Exynos 9825,256,12,Non-removable,3500,1100
Samsung,Galaxy Note10,25,8,Mali-G76,Mini-SIM,LTE,Dynamic AMOLED,4K,4K,168,1080 x 2280 ,6.3,No,Android,Exynos 9825,256,8,Non-removable,3500,598.91
Samsung,Galaxy A10s,21.82167235,8,PowerVR GE8320,Mini-SIM,LTE,PLS TFT,1080p,1080p,168,720 x 1520 ,6.2,Yes,Android,Mediatek MT6762 Helio P22,32,2,Non-removable,4000,119.99
Samsung,Galaxy A10e,21.82167235,8,Mali-G71,Mini-SIM,LTE,PLS TFT,1080p,,141,720 x 1560 ,5.83,Yes,Android,Exynos 7884,32,2,Non-removable,3000,87.51
Samsung,Galaxy M40,15,8,Adreno 612,Mini-SIM,LTE,PLS TFT,4K,1080p,168,1080 x 2340 ,6.3,No,Android,Qualcomm SDM675 Snapdragon 675,64,4,Non-removable,3500,191.988
Apple,iPhone 11 Pro Max,18,6,Apple GPU,Mini-SIM,LTE,Super Retina XDR OLED,4K,4K,226,1242 x 2688 ,6.5,No,iOS,Apple A13 Bionic,64,4,Non-removable,3969,989
Apple,iPhone 11 Pro,18,6,Apple GPU,Mini-SIM,LTE,Super Retina XDR OLED,4K,4K,188,1125 x 2436 ,5.8,No,iOS,Apple A13 Bionic,64,4,Non-removable,3046,969
Apple,iPhone 11,18,6,Apple GPU,Mini-SIM,LTE,Liquid Retina IPS LCD,4K,4K,194,828 x 1792 ,6.1,No,iOS,Apple A13 Bionic,64,4,Non-removable,3110,632.99
Asus,Zenfone 6 ZS630KL,18,8,Adreno 640,Mini-SIM,LTE,IPS LCD,4K,4K,190,1080 x 2340 ,6.4,Yes,Android,Qualcomm SM8150 Snapdragon 855,64,6,Non-removable,5000,734.54
Asus,ROG Phone ZS600KL,30,8,Adreno 630,Mini-SIM,LTE,AMOLED,4K,1080p,200,1080 x 2160 ,6,Yes,Android,Qualcomm SDM845 Snapdragon 845,128,8,Non-removable,4000,488.99
Apple,iPhone XS Max,15,6,Apple GPU,Mini-SIM,LTE,OLED,2160p,1080p,208,1242 x 2688 ,6.5,No,iOS,Apple A12 Bionic,64,4,Non-removable,3174,1250
Apple,iPhone XS,15,6,Apple GPU,Mini-SIM,LTE,OLED,2160p,1080p,177,1125 x 2436 ,5.8,No,iOS,Apple A12 Bionic,64,4,Non-removable,2658,1150
Apple,iPhone XR,15,6,Apple GPU,Mini-SIM,LTE,IPS LCD,2160p,1080p,194,828 x 1792 ,6.1,No,iOS,Apple A12 Bionic,64,3,Non-removable,2942,850
Apple,iPhone X,15,6,Apple GPU,Yes,LTE,OLED,2160p,1080p,174,1125 x 2436 ,5.8,No,iOS,Apple A11 Bionic,64,3,Non-removable,2716,1000
Apple,iPhone 8 Plus,15,6,Apple GPU,Dual SIM (Mini-SIM),LTE,IPS LCD,2160p,1080p,202,1080 x 1920 ,5.5,No,iOS,Apple A11 Bionic,64,3,Non-removable,2691,770
Apple,iPhone 7 Plus,21.82167235,4,PowerVR Series7,Dual SIM (Mini-SIM),LTE,IPS LCD,2160p,1080p,188,1080 x 1920 ,5.5,No,iOS,Apple A10 Fusion,32,3,Non-removable,2900,690
Apple,iPhone 6s Plus,21.82167235,2,PowerVR GT7600,Mini-SIM,LTE,IPS LCD,2160p,1080p,192,1080 x 1920 ,5.5,Yes,iOS,Apple A9,16,2,Non-removable,2750,470
Apple,iPhone 6 Plus,21.82167235,2,PowerVR GX6450,Mini-SIM,LTE,IPS LCD,1080p,720p,172,1080 x 1920 ,5.5,Yes,iOS,Apple A8,16,1,Non-removable,2915,420
Asus,ZenFone Live (L2),21.82167235,4,Adreno 308,Mini-SIM,LTE,IPS LCD,1080p,,140,720 x 1440 ,5.5,Yes,Android,Qualcomm MSM8917 Snapdragon 425,16,2,Non-removable,3000,99
Asus,Zenfone Max (M2) ZB633KL,21.82167235,8,Adreno 506,Mini-SIM,LTE,IPS LCD,2160p,1080p,160,720 x 1520 ,6.26,Yes,Android,Qualcomm SDM632 Snapdragon 632,64,4,Non-removable,4000,122
Asus,ZenFone Lite (L1) ZA551KL,21.82167235,8,Adreno 505,Mini-SIM,LTE,IPS LCD,1080p,,140,720 x 1440 ,5.45,Yes,Android,Qualcomm MSM8937 Snapdragon 430,16,2,Non-removable,3000,80
Asus,ZenFone Live (L1) ZA550KL,21.82167235,4,Adreno 308,Mini-SIM,LTE,IPS LCD,1080p,,140,720 x 1440 ,5.5,Yes,Android,Qualcomm MSM8917 Snapdragon 425,32,2,Non-removable,3000,100
Asus,Zenfone 5 Lite ZC600KL,21.82167235,8,Adreno 508,Mini-SIM,LTE,IPS LCD,2160p,1080p,168,1080 x 2160 ,6,Yes,Android,Qualcomm SDM630 Snapdragon 630,64,4,Non-removable,3300,250
Asus,Zenfone Max (M1) ZB555KL,21.82167235,4,Adreno 308,Mini-SIM,LTE,IPS LCD,1080p,1080p,150,720 x 1440 ,5.5,Yes,Android,Qualcomm MSM8917 Snapdragon 425,32,3,Non-removable,4000,160
Asus,Zenfone 4 Pro ZS551KL,18,8,Adreno 540,Mini-SIM,LTE,AMOLED,2160p,1080p,175,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8998 Snapdragon 835,64,6,Non-removable,3600,390
Asus,Zenfone 4 ZE554KL,18,8,Adreno 508,Mini-SIM,LTE,IPS LCD,2160p,1080p,165,1080 x 1920 ,5.5,Yes,Android,Qualcomm SDM630 Snapdragon 630,64,4,Non-removable,3300,400
Asus,Zenfone 4 Selfie Lite ZB553KL,21.82167235,4,Adreno 308,"Dual SIM (Mini-SIM, dual stand-by)",LTE,IPS LCD,1080p,,144,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8917 Snapdragon 425,16,2,Non-removable,3000,180
Asus,Zenfone 4 Selfie ZB553KL,21.82167235,8,Adreno 505,Mini-SIM,LTE,IPS LCD,1080p,,144,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8937 Snapdragon 430,32,3,Non-removable,3000,150
Asus,Zenfone 4 Selfie Pro ZD552KL,18,8,Adreno 506,Mini-SIM,LTE,AMOLED,2160p,2160p,147,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,64,3,Non-removable,3000,250
Asus,Zenfone 4 Selfie ZD553KL,21.82167235,8,Adreno 505,Mini-SIM,LTE,IPS LCD,1080p,,144,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8937 Snapdragon 430,64,4,Non-removable,3000,290
Asus,Zenfone 4 Max Plus ZC554KL,21.82167235,4,Adreno 308,Mini-SIM,LTE,IPS LCD,1080p,,181,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8917 Snapdragon 425,32,3,Non-removable,5000,220
Asus,Zenfone 4 Max Pro ZC554KL,18,4,Adreno 308,Mini-SIM,LTE,IPS LCD,1080p,,181,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8917 Snapdragon 425,32,2,Non-removable,5000,250
Asus,Zenfone Go ZB552KL,21.82167235,4,Adreno 306,Mini-SIM,LTE,IPS LCD,1080p,,168,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8916 Snapdragon 410,16,2,Non-removable,3000,120
Asus,Zenfone AR ZS571KL,18,4,Adreno 530,"Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,2160p,1080p,170,1440 x 2560 ,5.7,Yes,Android,Qualcomm MSM8996 Snapdragon 821,64,6,Non-removable,3300,440
Asus,Zenfone 3 Zoom ZE553KL,18,8,Adreno 506,"Dual SIM (Nano-SIM, dual stand-by)",LTE,AMOLED,2160p,1080p,170,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,32,4,Non-removable,5000,320
Asus,Zenfone 3 Max ZC553KL,18,8,Adreno 505,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,,175,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8937 Snapdragon 430,32,2,Non-removable,4100,190
Asus,Zenfone 3 Deluxe 5.5 ZS550KL,18,8,Adreno 506,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,2160p,1080p,151,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,64,4,Non-removable,3000,280
Asus,Zenfone 3 Laser ZC551KL,21.82167235,8,Adreno 505,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,,150,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8937 Snapdragon 430,16,2,Non-removable,3000,160
Asus,Zenfone 3 Ultra ZU680KL,18,8,Adreno 510,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,1080p,233,1080 x 1920 ,6.8,Yes,Android,Qualcomm MSM8976 Snapdragon 652,32,3,Non-removable,4600,300
Asus,Zenfone 3 Deluxe ZS570KL,18,4,Adreno 530,"Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,2160p,1080p,170,1080 x 1920 ,5.7,Yes,Android,Qualcomm MSM8996 Snapdragon 820,64,4,Non-removable,3000,230
Asus,Zenfone 3 ZE552KL,21.82167235,8,Adreno 506,"Dual SIM (Nano-SIM, dual stand-by)",LTE,Super IPS+,2160p,1080p,155,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,64,4,Non-removable,3000,330
Asus,Zenfone Max ZC550KL (2016),21.82167235,8,Adreno 405,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,,202,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,32,2,Non-removable,5000,170
Asus,Zenfone Go ZB551KL,21.82167235,4,Adreno 305,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,,160,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8928 Snapdragon 400,16,2,Removable,3010,150
Asus,Zenfone 2 Laser ZE551KL,21.82167235,8,Adreno 405,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,,170.1,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,16,3,Removable,3000,180
Asus,Zenfone Zoom ZX551ML,18,4,PowerVR G6430,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,,185,1080 x 1920 ,5.5,Yes,Android,Intel Atom Z3590,32,4,Non-removable,3000,250
Asus,Zenfone Max ZC550KL,21.82167235,4,Adreno 306,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,,202,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8916 Snapdragon 410,8,2,Non-removable,5000,170
Asus,Zenfone 2 Deluxe ZE551ML,18,4,PowerVR G6430,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,,170,1080 x 1920 ,5.5,Yes,Android,Intel Atom Z3580,64,4,Non-removable,3000,350
Asus,Zenfone 2 Laser ZE601KL,21.82167235,8,Adreno 405,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,,190,1080 x 1920 ,6,Yes,Android,Qualcomm MSM8939v2 Snapdragon 616,16,2,Removable,3000,270
Asus,Zenfone 2 Laser ZE600KL,21.82167235,8,Adreno 405,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,,190,720 x 1280 ,6,Yes,Android,Qualcomm MSM8939 Snapdragon 615,16,2,Removable,3000,310
Asus,Zenfone 2 Laser ZE550KL,21.82167235,4,Adreno 306,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,,170,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8916 Snapdragon 410,32,3,Removable,3000,220
Asus,Pegasus 2 Plus,21.82167235,8,Adreno 405,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,,156,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,32,3,Non-removable,3030,300
Asus,Zenfone Selfie ZD551KL,21.82167235,8,Adreno 405,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,1080p,170,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,16,2,Removable,3000,280
Asus,Zenfone 2 ZE550ML,21.82167235,4,PowerVR G6430,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,,170,720 x 1280 ,5.5,Yes,Android,Intel Atom Z3560,16,2,Non-removable,3000,250
Asus,Zenfone 2 ZE551ML,18,4,PowerVR G6430,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,,170,1080 x 1920 ,5.5,Yes,Android,Intel Atom Z3580,16,2,Non-removable,3000,300
Asus,Zenfone Zoom ZX550,21.82167235,4,PowerVR G6430,Mini-SIM,LTE,IPS LCD,1080p,,185,1080 x 1920 ,5.5,Yes,Android,Intel Atom Z3580,16,2,Non-removable,3000,400
Asus,Zenfone 6 A601CG,21.82167235,2,PowerVR SGX544,Mini-SIM,HSPA,IPS LCD,1080p,,196,720 x 1280 ,6,Yes,Android,Intel Atom Z2560,16,2,Non-removable,3230,200
Asus,Zenfone 6 A600CG,21.82167235,2,PowerVR SGX544,Mini-SIM,HSPA,IPS LCD,1080p,,196,720 x 1280 ,6,Yes,Android,Intel Atom Z2580,16,2,Non-removable,3300,250
Huawei,P30 Pro,40,8,Mali-G76,Mini-SIM,LTE,OLED,2160p,1080p,192,1080 x 2340 ,6.47,No,Android,HiSilicon Kirin 980,128,8,Non-removable,4200,880
Huawei,P30,22.5,8,Mali-G76,Mini-SIM,LTE,OLED,2160p,1080p,165,1080 x 2340 ,6.1,Yes,Android,HiSilicon Kirin 980,64,8,Non-removable,3650,680
Huawei,P30 lite,18,8,Mali-G51,Mini-SIM,LTE,IPS LCD,1080p,1080p,159,1080 x 2312 ,6.15,Yes,Android,Hisilicon Kirin 710,128,6,Non-removable,3340,290
Huawei,nova 4e,18,8,Mali-G51,Mini-SIM,LTE,IPS LCD,1080p,1080p,159,1080 x 2312 ,6.15,Yes,Android,Hisilicon Kirin 710,128,4,Non-removable,3340,270
Huawei,Enjoy 9e,21.82167235,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,150,720 x 1560 ,6.09,Yes,Android,Mediatek MT6765 Helio P35,32,3,Non-removable,3020,120
Huawei,Y Max,21.82167235,8,Adreno 512,Mini-SIM,LTE,IPS LCD,1080p,1080p,210,1080 x 2244 ,7.12,Yes,Android,Qualcomm SDM660 Snapdragon 660,128,4,Non-removable,5000,280
Huawei,Y6 Pro (2019),21.82167235,4,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,150,720 x 1560 ,6.09,Yes,Android,Mediatek MT6761 Helio A22,32,3,Non-removable,3020,120
Huawei,Y6 (2019),21.82167235,4,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,150,720 x 1560 ,6.09,Yes,Android,Mediatek MT6761 Helio A22,32,2,Non-removable,3020,150
Huawei,Y5 lite (2018),21.82167235,4,PowerVR GE8100,Mini-SIM,LTE,LCD,1080p,,142,720 x 1440 ,5.45,Yes,Android,Mediatek MT6739,16,1,Non-removable,3020,100
Huawei,Mate 20 RS Porsche Design,40,8,Mali-G76,Mini-SIM,LTE,OLED,2160p,1080p,187,1440 x 3120 ,6.39,No,Android,HiSilicon Kirin 980,256,8,Non-removable,4200,1600
Huawei,Mate 20 Pro,40,8,Mali-G76,Mini-SIM,LTE,OLED,2160p,1080p,189,1440 x 3120 ,6.39,No,Android,HiSilicon Kirin 980,256,8,Non-removable,4200,880
Huawei,Y5 Prime (2018),21.82167235,4,PowerVR GE8100,Mini-SIM,LTE,LCD,1080p,,142,720 x 1440 ,5.45,Yes,Android,Mediatek MT6739,16,2,Non-removable,3020,100
Huawei,Y6 Prime (2018),21.82167235,4,Adreno 308,Mini-SIM,LTE,S-IPS LCD,1080p,,150,720 x 1440 ,5.7,Yes,Android,Qualcomm MSM8917 Snapdragon 425,32,3,Non-removable,3000,140
Huawei,Y6 (2018),21.82167235,4,Adreno 308,Mini-SIM,LTE,S-IPS LCD,1080p,,150,720 x 1440 ,5.7,Yes,Android,Qualcomm MSM8917 Snapdragon 425,16,2,Non-removable,3000,150
Huawei,Y7 Pro (2018),21.82167235,8,Adreno 505,Mini-SIM,LTE,IPS LCD,1080p,1080p,155,720 x 1440 ,5.99,Yes,Android,Qualcomm MSM8937 Snapdragon 430,32,3,Non-removable,3000,150
Huawei,Y7 Prime (2018),21.82167235,8,Adreno 505,Mini-SIM,LTE,IPS LCD,1080p,1080p,155,720 x 1440 ,5.99,Yes,Android,Qualcomm MSM8937 Snapdragon 430,32,3,Non-removable,3000,170
Huawei,Y7 (2018),21.82167235,8,Adreno 505,Mini-SIM,LTE,IPS LCD,1080p,,155,720 x 1440 ,5.99,Yes,Android,Qualcomm MSM8937 Snapdragon 430,16,2,Non-removable,3000,150
Huawei,Y9 (2018),21.82167235,8,Mali-T830,Mini-SIM,LTE,IPS LCD,1080p,1080p,170,1080 x 2160 ,5.93,Yes,Android,HiSilicon Kirin 659,64,4,Non-removable,4000,220
Huawei,P smart,21.82167235,8,Mali-T830,Mini-SIM,LTE,IPS LCD,1080p,,143,1080 x 2160 ,5.65,Yes,Android,HiSilicon Kirin 659,64,4,Non-removable,3000,170
Huawei,Mate 10 Lite,21.82167235,8,Mali-T830,Mini-SIM,LTE,IPS LCD,1080p,1080p,164,1080 x 2160 ,5.9,Yes,Android,HiSilicon Kirin 659,64,4,Non-removable,3340,200
Huawei,Y7 Prime,21.82167235,8,Adreno 505,Mini-SIM,LTE,IPS LCD,1080p,,165,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8940 Snapdragon 435,32,3,Non-removable,4000,180
Huawei,Y7,21.82167235,8,Adreno 505,Mini-SIM,LTE,IPS LCD,1080p,,165,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8940 Snapdragon 435,16,2,Non-removable,4000,160
Huawei,G9 Plus,21.82167235,8,Adreno 506,Mini-SIM,LTE,IPS LCD,2160p,1080p,160,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,64,4,Non-removable,3340,280
Huawei,G7 Plus,21.82167235,8,Adreno 405,Mini-SIM,LTE,IPS LCD,1080p,,167,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,32,3,Non-removable,3000,200
Huawei,Nexus 6P,10,8,Adreno 430,Mini-SIM,LTE,OLED,2160p,1080p,178,1440 x 2560 ,5.7,Yes,Android,Qualcomm MSM8994 Snapdragon 810,32,3,Non-removable,3450,300
